id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
738,maruti ritz,2014,petrol,52410,432999,bengaluru,491,hatchback,manual,vxi bs iv,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,ritz,in_stock,1,439000,531330.0,great,2020-12-25T12:28:19.222,True,10057,64950,False,False
739,hyundai i10,2011,petrol,39213,392499,bengaluru,349,hatchback,manual,sportz 1.2 kappa2,True,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,i10,in_stock,1,366690,400199.0,great,2021-02-27T05:57:03.336,True,9117,58875,False,False
740,maruti swift,2015,petrol,35276,497899,bengaluru,1165,hatchback,manual,vxi,False,bangalore central,karnataka,True,ka01,inperson_sale,maruti,swift,in_stock,2,491700,497999.0,great,2021-01-05T06:40:01.757,True,11565,74685,False,False
741,maruti omni e,2018,petrol,16503,349599,bengaluru,992,,,8 str,True,bengaluru,karnataka,True,ka04,inperson_sale,maruti,omni e,in_stock,1,328200,,great,2021-03-01T10:07:29.439,True,8120,52440,False,False
742,hyundai i10,2010,petrol,62086,331399,bengaluru,303,hatchback,manual,sportz 1.2,True,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,i10,in_stock,2,304906,,great,2021-03-26T05:38:17.677,True,7698,49710,False,False
743,hyundai i20,2011,petrol,34630,404799,bengaluru,2757,hatchback,manual,sportz 1.2 o,True,bengaluru,karnataka,True,ka05,inperson_sale,hyundai,i20,in_stock,1,379691,,great,2021-04-07T06:12:14.362,True,9402,60720,False,False
744,maruti celerio,2015,petrol,30446,431399,bengaluru,542,hatchback,automatic,zxi amt,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,celerio,in_stock,1,411068,,great,2021-04-09T11:36:44.073,True,10020,64710,False,False
745,toyota etios liva,2011,petrol,44575,389199,bengaluru,1406,hatchback,manual,g,False,electronic city,karnataka,True,ka51,inperson_sale,toyota,etios liva,in_stock,1,375368,,great,2021-03-25T05:57:16.88,True,9040,58380,False,False
746,renault kwid,2019,petrol,13190,443499,bengaluru,2684,hatchback,automatic,rxt 1.0 easy-r at option,True,bangalore central,karnataka,True,ka01,inperson_sale,renault,kwid,in_stock,1,449220,450720.0,great,2021-03-08T11:17:30.811,True,10301,66525,False,False
747,hyundai santro xing,2011,petrol,49419,241599,bengaluru,2090,hatchback,manual,gl plus,True,bangalore central,karnataka,True,ka01,inperson_sale,hyundai,santro xing,in_stock,2,243700,244599.0,great,2021-01-27T05:42:39.878,True,5612,36240,False,False
748,maruti alto k10,2014,petrol,39855,363999,bengaluru,500,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka41,inperson_sale,maruti,alto k10,in_stock,1,356685,,great,2021-03-31T05:59:51.817,True,8455,54600,False,False
749,maruti swift,2012,petrol,34311,457999,bengaluru,1298,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,1,435200,,great,2021-03-03T13:44:13.921,True,10638,68700,False,False
750,hyundai santro xing,2013,petrol,45209,298299,bengaluru,843,hatchback,manual,gls,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,santro xing,in_stock,2,280400,349016.0,great,2020-11-27T21:00:01.353,True,6929,44745,False,False
751,maruti swift,2012,petrol,36836,497799,bengaluru,1358,hatchback,manual,zxi,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,swift,in_stock,1,489408,,great,2021-04-07T10:30:07.723,True,11563,74670,False,False
752,hyundai i20,2010,petrol,53506,347399,bengaluru,836,hatchback,manual,sportz 1.2 o,False,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,i20,in_stock,3,336899,347499.0,great,2021-02-14T11:48:37.356,True,8069,52110,True,False
753,hyundai i10,2012,petrol,40807,330899,bengaluru,1429,hatchback,manual,sportz 1.2 kappa2,False,bengaluru,karnataka,True,ka01,inperson_sale,hyundai,i10,in_stock,1,326129,334199.0,great,2021-01-13T07:35:41.127,True,7686,49635,False,False
754,hyundai eon,2017,petrol,22418,369199,bengaluru,504,hatchback,manual,era plus (o),False,bangalore k r puram,karnataka,True,ka53,inperson_sale,hyundai,eon,in_stock,1,362073,,great,2021-03-03T13:04:24.092,True,8576,55380,False,False
755,maruti ritz,2014,petrol,54073,385699,bengaluru,718,hatchback,manual,vxi bs iv,True,bengaluru,karnataka,True,ka05,inperson_sale,maruti,ritz,in_stock,2,395533,385799.0,great,2021-02-04T09:39:05.688,True,8959,57855,False,False
756,hyundai i10,2010,petrol,37163,318299,bengaluru,685,hatchback,manual,sportz 1.2 kappa2,False,bengaluru,karnataka,True,ka53,inperson_sale,hyundai,i10,in_stock,1,292000,,great,2020-12-18T23:30:12.131,True,7393,47745,False,False
757,hyundai grand i10,2014,petrol,26578,506199,bengaluru,361,hatchback,manual,sportz 1.2 kappa vtvt,True,banglore-cafe dly,karnataka,True,ka04,inperson_sale,hyundai,grand i10,in_stock,1,491329,,great,2021-04-05T12:17:50.489,True,11758,75930,False,False
758,maruti ritz,2015,petrol,18966,505899,bengaluru,1075,hatchback,manual,zxi abs,True,bengaluru,karnataka,True,ka04,inperson_sale,maruti,ritz,in_stock,1,516971,506099.0,great,2021-02-03T10:49:11.741,True,11751,75885,False,False
759,maruti alto k10,2018,petrol,17788,404399,bengaluru,555,hatchback,manual,vxi opt,True,bengaluru,karnataka,True,ka53,inperson_sale,maruti,alto k10,in_stock,1,392665,,great,2021-03-30T14:03:24.033,True,9393,60660,False,False
760,maruti celerio,2017,petrol,30029,505699,bengaluru,1546,hatchback,automatic,zxi opt amt,False,bengaluru,karnataka,True,ka04,inperson_sale,maruti,celerio,in_stock,1,479992,579275.0,great,2021-01-18T14:33:19.722,True,11746,75855,False,False
761,renault kwid,2016,petrol,17171,333199,bengaluru,1983,hatchback,manual,rxt,False,bangalore south,karnataka,True,ka05,inperson_sale,renault,kwid,in_stock,1,318636,,great,2021-02-26T14:44:35.088,True,7739,49980,False,False
762,maruti ignis,2017,petrol,12173,588699,bengaluru,957,hatchback,automatic,delta 1.2 k12 amt,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,ignis,in_stock,1,591329,592829.0,great,2021-03-24T06:07:05.052,True,13674,88305,False,False
763,hyundai i10,2013,petrol,14965,477099,bengaluru,680,hatchback,automatic,sportz 1.2 at kappa2,True,electronic city,karnataka,True,ka51,inperson_sale,hyundai,i10,in_stock,1,465082,,great,2021-04-07T08:08:01.091,True,11082,71565,False,False
764,maruti baleno,2016,petrol,34615,614899,bengaluru,1106,hatchback,manual,delta 1.2 k12,False,bengaluru,karnataka,True,ka51,inperson_sale,maruti,baleno,in_stock,1,602980,,great,2021-03-18T09:04:05.719,True,14283,92235,False,False
765,maruti alto k10,2018,petrol,6428,410599,bengaluru,488,hatchback,,vxi (o) amt,False,bangalore central,karnataka,True,ka01,inperson_sale,maruti,alto k10,in_stock,1,430158,520975.0,great,2020-12-07T11:09:41.546,True,9537,61590,False,False
766,maruti celerio,2014,petrol,26028,435099,bengaluru,378,hatchback,automatic,vxi amt,True,bengaluru,karnataka,True,ka05,inperson_sale,maruti,celerio,in_stock,1,390616,,great,2021-04-04T11:55:11.425,True,10106,65265,False,False
767,maruti swift,2010,diesel,48994,406399,bengaluru,1884,hatchback,manual,vdi abs,False,banglore-cafe dly,karnataka,True,ka04,inperson_sale,maruti,swift,in_stock,1,410273,411773.0,great,2021-02-25T09:59:43.368,True,9440,60960,False,False
768,maruti zen estilo,2010,petrol,43249,225499,bengaluru,933,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka04,inperson_sale,maruti,zen estilo,in_stock,2,220752,225599.0,great,2021-02-06T10:31:54.902,True,5238,33825,False,False
769,renault kwid,2016,petrol,20505,325399,bengaluru,1503,hatchback,manual,rxt,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,renault,kwid,in_stock,2,294700,,great,2021-04-03T09:22:59.966,True,7558,48810,False,False
770,honda amaze,2015,petrol,9075,468099,bengaluru,3105,sedan,manual,1.2 smt i vtec,True,bangalore central,karnataka,True,ka02,inperson_sale,honda,amaze,in_stock,1,455714,,great,2021-03-16T08:59:43.639,True,10873,70215,False,False
771,hyundai i20,2011,petrol,45165,415099,bengaluru,477,hatchback,manual,sportz 1.2 o,False,bengaluru,karnataka,True,ka50,inperson_sale,hyundai,i20,in_stock,2,378413,,great,2021-03-16T11:05:18.325,True,9642,62265,False,False
772,maruti dzire,2017,petrol,12021,713199,bengaluru,2610,sedan,automatic,zxi plus amt,True,bangalore central,karnataka,True,ka03,inperson_sale,maruti,dzire,in_stock,1,757114,910601.0,great,2020-10-28T13:37:34.519,True,16566,106980,False,False
773,tata nano,2015,petrol,21822,200699,bengaluru,544,hatchback,manual,xt twist,False,banglore-cafe dly,karnataka,True,ka05,inperson_sale,tata,nano,in_stock,2,173268,,good,2021-04-03T09:17:10.643,True,4662,30105,False,False
774,maruti baleno,2017,petrol,13001,672199,bengaluru,791,hatchback,manual,zeta 1.2 k12,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,maruti,baleno,in_stock,1,680022,681522.0,great,2021-03-15T13:51:54.196,True,15614,100830,False,False
775,renault kwid,2016,petrol,46013,343199,bengaluru,638,hatchback,manual,rxt opt,False,banglore-cafe dly,karnataka,True,ka03,inperson_sale,renault,kwid,in_stock,1,346788,343299.0,great,2021-02-14T08:25:58.613,True,7972,51480,False,False
776,mahindra kuv100,2016,diesel,38594,408099,bengaluru,9362,suv,manual,k6 d 6 str,False,electronic city,karnataka,True,ka51,inperson_sale,mahindra,kuv100,in_stock,1,403286,408199.0,great,2021-02-02T10:33:25.125,True,9479,61215,False,False
777,hyundai i10,2011,petrol,53572,385599,bengaluru,338,hatchback,manual,sportz 1.2 kappa2,True,bengaluru,karnataka,True,ka50,inperson_sale,hyundai,i10,in_stock,1,377508,385699.0,great,2021-02-17T14:18:26.799,True,8956,57840,False,False
778,maruti a star,2012,petrol,59747,304999,bengaluru,919,hatchback,automatic,vxi abs at,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,a star,in_stock,1,298402,,great,2021-02-21T06:24:48.73,True,7084,45750,False,False
779,hyundai grand i10,2017,petrol,15075,608899,bengaluru,651,hatchback,,sportz (o) 1.2 at vtvt,True,bengaluru,karnataka,True,ka04,inperson_sale,hyundai,grand i10,in_stock,1,609398,,great,2021-03-10T13:10:00.361,True,14143,91335,False,False
780,renault kwid,2016,petrol,29645,315099,bengaluru,846,hatchback,manual,rxl,True,devanahalli,karnataka,True,ka43,inperson_sale,renault,kwid,in_stock,1,309682,,great,2021-03-31T06:06:26.815,True,7319,47265,False,False
781,hyundai santro xing,2011,petrol,69819,246199,bengaluru,1302,hatchback,manual,gl plus,True,banglore-cafe dly,karnataka,True,ka03,inperson_sale,hyundai,santro xing,in_stock,2,225000,,great,2020-11-30T05:37:38.703,True,5719,36930,False,False
782,toyota corolla altis,2008,petrol,55593,394699,bengaluru,2006,luxury sedan,,1.8 gl,True,bengaluru,karnataka,True,ka03,inperson_sale,toyota,corolla altis,in_stock,2,377028,,great,2021-03-04T11:24:37.075,True,9168,59205,False,False
783,renault kwid,2016,petrol,30759,369099,bengaluru,465,hatchback,manual,rxt opt,True,bengaluru,karnataka,True,ka03,inperson_sale,renault,kwid,in_stock,2,350750,,great,2021-03-12T06:03:36.406,True,8573,55365,False,False
784,maruti celerio,2016,petrol,42195,454199,bengaluru,659,hatchback,manual,zxi opt,True,banglore-cafe dly,karnataka,True,ka02,inperson_sale,maruti,celerio,in_stock,1,445851,,great,2021-04-01T05:28:05.329,True,10550,68130,False,False
785,hyundai grand i10,2015,petrol,19346,492699,bengaluru,513,hatchback,manual,sportz 1.2 kappa vtvt,True,bengaluru,karnataka,True,ka05,inperson_sale,hyundai,grand i10,in_stock,1,500435,501935.0,great,2021-04-04T14:34:18.146,True,11444,73905,False,False
786,hyundai eon,2014,petrol,56757,270199,bengaluru,1558,hatchback,manual,d lite plus,True,electronic city,karnataka,True,ka51,inperson_sale,hyundai,eon,in_stock,1,230700,,great,2021-02-23T06:19:55.613,True,6276,40530,False,False
787,hyundai i10,2015,petrol,23841,458599,bengaluru,570,hatchback,manual,sportz 1.1 irde2,True,bengaluru,karnataka,True,ka51,inperson_sale,hyundai,i10,in_stock,1,443710,,great,2021-04-05T22:56:58.694,True,10652,68790,False,False
788,maruti swift dzire,2014,petrol,14670,575899,bengaluru,495,sedan,manual,vxi 1.2 bs iv,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift dzire,in_transit,1,530275,,great,2021-04-05T08:34:50.047,True,13377,86385,False,False
789,hyundai grand i10,2015,petrol,14867,494199,bengaluru,632,hatchback,manual,sportz 1.2 kappa vtvt,False,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,grand i10,in_stock,1,495905,497405.0,great,2021-03-18T16:04:09.691,True,11479,74130,False,False
790,maruti swift,2011,petrol,53404,409499,bengaluru,938,hatchback,manual,zxi,False,bengaluru,karnataka,True,ka41,inperson_sale,maruti,swift,in_stock,2,420774,422274.0,great,2021-02-23T06:33:10.354,True,9512,61425,False,False
791,maruti alto,2012,petrol,16071,298999,bengaluru,572,hatchback,manual,lxi,True,bangalore south,karnataka,True,ka05,inperson_sale,maruti,alto,in_stock,2,270258,,great,2021-04-03T12:37:20.698,True,6945,44850,False,False
792,maruti alto 800,2013,petrol,22219,293299,bengaluru,328,hatchback,manual,lxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,alto 800,in_stock,2,279374,,great,2021-03-20T05:53:48.765,True,6813,43995,False,False
793,maruti alto,2008,petrol,45476,190399,bengaluru,1863,hatchback,manual,lxi,True,bengaluru,karnataka,True,ka01,inperson_sale,maruti,alto,in_stock,1,178540,226645.0,great,2021-01-18T13:19:07.583,True,4422,28560,False,False
794,toyota etios liva,2011,petrol,54931,368799,bengaluru,2112,hatchback,manual,g,True,bengaluru,karnataka,True,ka04,inperson_sale,toyota,etios liva,in_stock,1,366249,368899.0,great,2021-02-26T07:57:07.126,True,8566,55320,False,False
795,hyundai i20 active,2016,petrol,30190,631999,bengaluru,148,hatchback,manual,1.2 sx,False,bangalore central,karnataka,True,ka53,inperson_sale,hyundai,i20 active,in_stock,2,625795,,great,2021-04-12T14:38:51.938,True,14680,94800,False,False
796,maruti wagon r 1.0,2012,petrol,60223,311099,bengaluru,823,hatchback,manual,vxi,False,bangalore k r puram,karnataka,True,ka53,inperson_sale,maruti,wagon r 1.0,in_stock,1,305084,,great,2021-01-28T08:29:45.939,True,7226,46665,False,False
797,hyundai i10,2010,petrol,43402,283299,bengaluru,498,hatchback,manual,magna 1.2,False,bengaluru,karnataka,True,ka41,inperson_sale,hyundai,i10,in_stock,3,268181,,great,2021-03-15T06:46:17.906,True,6580,42495,False,False
798,maruti alto k10,2012,petrol,34268,290499,bengaluru,338,hatchback,manual,vxi,True,electronic city,karnataka,True,ka51,inperson_sale,maruti,alto k10,in_stock,2,276835,,great,2021-02-26T14:05:33.094,True,6748,43575,False,False
799,tata nano,2017,petrol,12804,268099,bengaluru,1159,hatchback,automatic,twist xta,True,bengaluru,karnataka,True,ka05,inperson_sale,tata,nano,in_stock,2,226384,,great,2021-04-12T06:20:15.58,True,6227,40215,False,False
800,maruti wagon r 1.0,2017,petrol,21187,425699,bengaluru,1749,hatchback,,vxi+ (o) mt,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,wagon r 1.0,in_stock,1,445488,,great,2020-11-22T08:43:56.805,True,9888,63855,False,False
801,hyundai i10,2010,petrol,49583,366799,bengaluru,33,hatchback,manual,sportz 1.2,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,hyundai,i10,in_stock,1,327708,,great,2021-04-14T09:25:16.052,True,8520,55020,False,False
802,maruti alto,2010,petrol,47758,261599,bengaluru,344,hatchback,manual,lxi,True,bangalore central,karnataka,True,ka03,inperson_sale,maruti,alto,in_stock,1,248166,261699.0,great,2021-02-18T13:04:27.76,True,6076,39240,False,False
803,renault kwid,2016,petrol,29788,376899,bengaluru,369,hatchback,manual,rxt opt,True,bangalore k r puram,karnataka,True,ka53,inperson_sale,renault,kwid,in_stock,1,363337,,great,2021-03-05T07:01:01.248,True,8754,56535,False,False
804,maruti zen estilo,2010,petrol,46535,206599,bengaluru,1183,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka03,inperson_sale,maruti,zen estilo,in_stock,1,201285,209199.0,great,2021-01-25T11:16:26.293,True,4799,30990,False,False
805,maruti alto,2008,petrol,33618,197699,bengaluru,1546,hatchback,manual,lxi,False,bengaluru,karnataka,True,ka01,inperson_sale,maruti,alto,in_stock,2,192242,197799.0,great,2021-02-24T14:23:13.534,True,4592,29655,False,False
806,maruti eeco,2019,petrol,13902,464799,bengaluru,807,suv,manual,5 str with ac plushtr,True,bengaluru,karnataka,True,ka51,inperson_sale,maruti,eeco,in_stock,1,458924,,great,2021-04-06T13:15:46.012,True,10796,69720,False,False
807,renault kwid,2016,petrol,39669,307099,bengaluru,1038,hatchback,manual,rxt,True,electronic city,karnataka,True,ka51,inperson_sale,renault,kwid,in_stock,2,297614,,great,2021-03-11T06:03:40.743,True,7133,46065,False,False
808,renault kwid,2017,petrol,29546,330999,bengaluru,2339,hatchback,,rxl1.0 easy-r at,True,bangalore central,karnataka,True,ka01,inperson_sale,renault,kwid,in_stock,2,334000,331099.0,great,2021-01-04T06:49:16.665,True,7688,49650,False,False
809,hyundai santro xing,2008,petrol,40542,184299,bengaluru,4103,hatchback,manual,gls,True,bengaluru,karnataka,True,ka19,inperson_sale,hyundai,santro xing,in_stock,3,181311,,great,2021-02-07T12:37:47.495,True,4281,27645,False,False
810,hyundai grand i10,2016,petrol,22110,574199,bengaluru,953,hatchback,automatic,asta 1.2 at vtvt,False,bangalore south,karnataka,True,ka05,inperson_sale,hyundai,grand i10,in_stock,1,569869,,great,2021-03-19T06:03:04.298,True,13337,86130,False,False
811,hyundai i20,2014,petrol,33972,502399,bengaluru,1961,hatchback,manual,sportz 1.2 vtvt,True,bengaluru,karnataka,True,ka05,inperson_sale,hyundai,i20,in_stock,1,475536,,great,2021-04-03T13:04:12.6,True,11669,75360,False,False
812,maruti swift,2011,petrol,59096,400799,bengaluru,980,hatchback,manual,vxi,True,bengaluru,karnataka,True,ka03,inperson_sale,maruti,swift,in_stock,2,388494,,great,2021-03-02T13:35:06.887,True,9310,60120,False,False
813,renault kwid,2016,petrol,15874,389899,bengaluru,444,hatchback,manual,rxt opt,True,bengaluru,karnataka,True,ka03,inperson_sale,renault,kwid,in_stock,1,352000,,good,2021-03-17T06:38:57.901,True,9056,58485,False,False
814,hyundai i10,2010,petrol,49994,332899,bengaluru,232,hatchback,manual,magna 1.1 irde2,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,i10,in_transit,1,313749,,great,2021-03-29T05:29:28.118,True,7732,49935,False,False
815,hyundai i20,2011,petrol,59735,334699,bengaluru,1393,hatchback,manual,asta 1.2,True,bangalore central,karnataka,True,ka05,inperson_sale,hyundai,i20,in_stock,3,305000,,great,2021-03-08T11:46:19.649,True,7774,50205,False,False
816,hyundai i20,2011,petrol,51746,359399,bengaluru,1276,hatchback,manual,magna o 1.2,True,bengaluru,karnataka,True,ka03,inperson_sale,hyundai,i20,in_stock,1,338344,359499.0,great,2021-02-05T12:02:24.483,True,8348,53910,False,False
817,tata nano,2016,petrol,19280,247599,bengaluru,1095,hatchback,automatic,twist xta,False,bangalore south,karnataka,True,ka05,inperson_sale,tata,nano,in_stock,2,229513,,great,2021-04-05T07:24:24.827,True,5751,37140,False,False
818,hyundai i20,2013,petrol,24570,463399,bengaluru,1114,hatchback,manual,magna o 1.2,False,banglore-cafe dly,karnataka,True,ka03,inperson_sale,hyundai,i20,in_stock,1,450187,,great,2021-03-02T12:05:24.448,True,10764,69510,False,False
819,maruti alto k10,2012,petrol,59253,243699,bengaluru,1244,hatchback,manual,vxi,False,bengaluru,karnataka,True,ka03,inperson_sale,maruti,alto k10,in_stock,1,229592,288537.0,great,2020-12-12T13:19:40.201,True,5661,36555,False,False
